"STATISTIC Label","Quarter","Number of Bedrooms","Property Type","Location","UNIT","VALUE"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Leixlip, Kildare","Euro","2080.09"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Maynooth, Kildare","Euro","2085.66"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Monasterevin, Kildare","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Naas, Kildare","Euro","1988.92"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Newbridge, Kildare","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Rathangan, Kildare","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Sallins, Kildare","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Kilkenny","Euro","1070.43"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Kilkenny City","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Callan, Kilkenny","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Castlecomer, Kilkenny","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Freshford, Kilkenny","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Kells, Kilkenny","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Thomastown, Kilkenny","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Laois","Euro","1116.02"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Mountmellick, Laois","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Mountrath, Laois","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Portarlington, Laois","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Portlaoise, Laois","Euro","1106.59"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Leitrim","Euro","860.61"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Carrick-On-Shannon, Leitrim","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Manorhamilton, Leitrim","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Limerick","Euro","1768.85"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Limerick City","Euro","1836.72"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Abbeyfeale, Limerick","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Annacotty, Limerick","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Castleconnell, Limerick","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Castletroy, Limerick","Euro","2108.6"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Corbally, Limerick","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Dock Road, Limerick","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Dooradoyle, Limerick","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Glen, Limerick","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Kilmallock, Limerick","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Newcastle West, Limerick","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Old Cratloe Road, Limerick","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Raheen, Limerick","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Longford","Euro","844.56"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Longford Town","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Ballymahon, Longford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Edgeworthstown, Longford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Newtownforbes, Longford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Louth","Euro","1418.96"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Ardee, Louth","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Drogheda, Louth","Euro","1595.48"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Dundalk, Louth","Euro","1369.44"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Louth Town","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Mayo","Euro","885.26"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Ballina, Mayo","Euro","788.49"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Ballinrobe, Mayo","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Ballyhaunis, Mayo","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Belmullet, Mayo","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Castlebar, Mayo","Euro","1020.98"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Charlestown, Mayo","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Claremorris, Mayo","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Foxford, Mayo","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Swinford, Mayo","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Westport, Mayo","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Meath","Euro","1509.34"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Ashbourne, Meath","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Athboy, Meath","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Bettystown, Meath","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Clonee, Meath","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Drogheda, Meath","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Duleek, Meath","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Dunboyne, Meath","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Dunshaughlin, Meath","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Enfield, Meath","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Kells, Meath","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Laytown, Meath","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Navan, Meath","Euro","1407.74"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Ratoath, Meath","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Stamullen, Meath","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Trim, Meath","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Monaghan","Euro","896.83"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Ballybay, Monaghan","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Carrickmacross, Monaghan","Euro","1041.14"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Castleblayney, Monaghan","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Monaghan Town","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Offaly","Euro","1156.28"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Banagher, Offaly","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Birr, Offaly","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Clara, Offaly","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Edenderry, Offaly","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Tullamore, Offaly","Euro","1217.46"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Roscommon","Euro","916.39"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Roscommon Town","Euro","946.94"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Athlone, Roscommon","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Ballaghaderreen, Roscommon","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Boyle, Roscommon","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Castlerea, Roscommon","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Strokestown, Roscommon","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Sligo","Euro","1118.08"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Sligo Town","Euro","1094.44"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Ballinode, Sligo","Euro","1403.86"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Ballisodare, Sligo","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Ballymote, Sligo","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Ballytivnan, Sligo","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Collooney, Sligo","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Lough Gill, Sligo","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Strandhill, Sligo","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Tubbercurry, Sligo","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Tipperary","Euro","932.9"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Tipperary Town","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Ballina, Tipperary","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Cahir, Tipperary","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Carrick-On-Suir, Tipperary","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Cashel, Tipperary","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Clonmel, Tipperary","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Fethard, Tipperary","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Nenagh, Tipperary","Euro","968.74"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Roscrea, Tipperary","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Templemore, Tipperary","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Thurles, Tipperary","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Waterford","Euro","1710.19"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Waterford City","Euro","1897.25"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Ballytruckle, Waterford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Canada Street, Waterford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Castle Place, Waterford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Cork Road, Waterford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Dungarvan, Waterford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Dunmore East, Waterford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Dunmore Road, Waterford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Ferrybank, Waterford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Inner Ring Road, Waterford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Johns Hill, Waterford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Lismore, Waterford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Mary Street, Waterford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Penrose Lane, Waterford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Poleberry, Waterford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Portlaw, Waterford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Railway Square, Waterford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Scotch Quay, Waterford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Templars Hall, Waterford","Euro","2266.07"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Tramore, Waterford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Westmeath","Euro","1124.21"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Athlone, Westmeath","Euro","1143.2"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Castlepollard, Westmeath","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Kilbeggan, Westmeath","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Kinnegad, Westmeath","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Moate, Westmeath","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Mullingar, Westmeath","Euro","1128.06"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Wexford","Euro","1114.31"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Bunclody, Wexford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Clonard, Wexford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Enniscorthy, Wexford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Ferns, Wexford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Ford, Wexford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Gorey, Wexford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Mulgannon, Wexford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","New Ross, Wexford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Rosslare, Wexford","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Wicklow","Euro","1957.42"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Wicklow Town","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Arklow, Wicklow","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Baltinglass, Wicklow","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Blessington, Wicklow","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Bray, Wicklow","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Delgany, Wicklow","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Greystones, Wicklow","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Kilcoole, Wicklow","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Newtownmountkennedy, Wicklow","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Semi detached house","Rathnew, Wicklow","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Carlow","Euro","1297.11"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Carlow Town","Euro","1351.4"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Graiguecullen, Carlow","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Tullow, Carlow","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Cavan","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Cavan Town","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Bailieborough, Cavan","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Ballyconnell, Cavan","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Ballyjamesduff, Cavan","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Belturbet, Cavan","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Cootehill, Cavan","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Kingscourt, Cavan","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Virginia, Cavan","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Clare","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Ennis, Clare","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Killaloe, Clare","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Kilrush, Clare","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Newmarket-On-Fergus, Clare","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Shannon, Clare","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Sixmilebridge, Clare","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Cork","Euro","1864.3"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Cork City","Euro","2013.39"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Ballincollig, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Ballintemple, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Ballinure, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Bandon, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Bantry, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Bishopstown, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Blackpool, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Blackrock, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Blarney, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Carrigaline, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Carrigtwohill, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Castlemartyr, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Charleville, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Clonakilty, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Cloyne, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Cobh, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Crosshaven, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Douglas, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Dunmanway, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Fermoy, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Frankfield, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Glanmire, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Kanturk, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Kinsale, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Macroom, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Mallow, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Midleton, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Millstreet, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Mitchelstown, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Montenotte, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Passage West, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Rathcormac, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Ringaskiddy, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Rochestown, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Skibbereen, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Tivoli, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Tower, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Whitegate, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Wilton, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Youghal, Cork","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Donegal","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Donegal Town","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Ballybofey, Donegal","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Buncrana, Donegal","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Bundoran, Donegal","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Carndonagh, Donegal","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Letterkenny, Donegal","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Lifford, Donegal","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Stranorlar, Donegal","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Dublin","Euro","2759.91"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Balbriggan, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Blackrock, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Booterstown, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Cabinteely, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Citywest, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Dalkey, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Donabate, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Dun Laoghaire, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Glenageary, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Howth, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Killiney, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Kinsealy, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Lucan, Dublin","Euro","2648.95"
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Lusk, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Malahide, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Monkstown, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Mount Merrion, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Portmarnock, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Rathcoole, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Rush, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Saggart, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Sandycove, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Shankill, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Skerries, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Stepaside, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Stillorgan, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Swords, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Dublin 1","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","I.F.S.C., Dublin 1","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Parnell Street, Dublin 1","Euro",""
"RTB Average Monthly Rent Report","2022Q4","Four plus bed","Terrace house","Spencer Dock, Dublin 1","Euro",""
